时间(s),冰力(N),位移(m),速度(m/s),加速度(m/s2),应力(Pa)
8.615000,0.00,1.06961249e-01,-3.85237882e+00,-1398.171914,26858881.27
8.620000,0.00,7.27415463e-02,-9.24196359e+00,-706.340165,18649057.35
8.625000,0.00,2.06132199e-02,-1.10927389e+01,-85.546228,5425586.41
8.630000,0.00,-3.40594681e-02,-1.04333471e+01,334.080681,-8801480.77
8.635000,0.00,-8.01255782e-02,-7.55046771e+00,862.482435,-20494547.54
8.640000,0.00,-1.04579671e-01,-1.77536534e+00,1396.973221,-26228861.16
8.645000,0.00,-9.51088966e-02,5.58675842e+00,1418.434417,-23478001.29
8.650000,0.00,-5.15018779e-02,1.13290452e+01,797.698042,-12537154.65
8.655000,0.00,1.14689002e-02,1.30703322e+01,-143.723316,2959797.92
8.660000,0.00,7.07662731e-02,9.82909248e+00,-1116.517412,17402317.17
8.665000,0.00,1.03024446e-01,2.64351121e+00,-1619.708271,25354068.94
8.670000,0.00,9.65170974e-02,-4.96125431e+00,-1290.339917,24122696.07
8.675000,0.00,5.85971928e-02,-9.55763104e+00,-528.635460,15054988.75
8.680000,0.00,7.04892736e-03,-1.05631335e+01,74.441499,2049466.56
8.685000,0.00,-4.28827901e-02,-9.02732299e+00,533.820263,-10836232.72
8.690000,0.00,-7.95497131e-02,-5.29395037e+00,944.635870,-20210284.64
8.695000,0.00,-9.30100561e-02,7.99751338e-02,1147.767236,-23480133.62
8.700000,0.00,-7.83139541e-02,5.73081733e+00,1064.095510,-19492478.17
8.705000,0.00,-3.76633394e-02,1.01863782e+01,652.096458,-9055267.66
8.710000,0.00,1.85241786e-02,1.16131349e+01,-154.824392,4864669.24
8.715000,0.00,7.05049796e-02,8.37737484e+00,-1097.942195,17416677.14
8.720000,0.00,9.61282666e-02,1.53146814e+00,-1499.990110,23659575.25
8.725000,0.00,8.57757237e-02,-5.37770967e+00,-1160.330035,21357554.55
8.730000,0.00,4.70125751e-02,-9.55959720e+00,-484.767666,11979937.16
8.735000,0.00,-3.84693283e-03,-1.02039444e+01,208.519833,-682519.53
8.740000,0.00,-4.97664594e-02,-7.70894506e+00,747.703903,-12355797.08
8.745000,0.00,-7.76797218e-02,-3.28396685e+00,958.708151,-19641452.45
8.750000,0.00,-8.20920793e-02,1.48708435e+00,925.362568,-20847095.71
8.755000,0.00,-6.34523322e-02,5.88850861e+00,822.883138,-15884676.02
8.760000,0.00,-2.47369144e-02,9.30699832e+00,471.237743,-5873701.97
8.765000,0.00,2.50054849e-02,9.98061181e+00,-252.354971,6495732.80
8.770000,0.00,6.83603387e-02,6.72750312e+00,-999.235377,17013698.57
8.775000,0.00,8.76442113e-02,7.31919457e-01,-1303.201296,21653242.08
8.780000,0.00,7.53784903e-02,-5.45082385e+00,-1082.356340,18654559.34
8.785000,0.00,3.68309688e-02,-9.43897378e+00,-450.676571,9263352.45
8.790000,0.00,-1.26087903e-02,-9.65960017e+00,348.559520,-2866522.05
8.795000,0.00,-5.39331970e-02,-6.44127746e+00,859.170511,-13288288.49
8.800000,0.00,-7.46873640e-02,-1.81045048e+00,928.053240,-18822444.74
8.805000,0.00,-7.25567980e-02,2.56425440e+00,811.817791,-18436928.03
8.810000,0.00,-5.02378422e-02,6.21275893e+00,626.733069,-12645062.15
8.815000,0.00,-1.26836527e-02,8.47686767e+00,229.843490,-2999064.13
8.820000,0.00,3.02850406e-02,8.23668285e+00,-334.160792,7800425.60
8.825000,0.00,6.49811025e-02,5.20550114e+00,-852.504093,16323265.09
8.830000,0.00,7.88178282e-02,8.73130384e-02,-1138.539785,19535277.31
8.835000,0.00,6.50185200e-02,-5.49007513e+00,-995.647798,15995356.51
8.840000,0.00,2.73227342e-02,-9.05008840e+00,-358.031921,6797557.02
8.845000,0.00,-1.90179212e-02,-8.82441949e+00,421.694380,-4513696.06
8.850000,0.00,-5.55353764e-02,-5.41373076e+00,865.117443,-13681086.34
8.855000,0.00,-7.11693562e-02,-7.91643129e-01,927.353459,-17838883.32
8.860000,0.00,-6.40443325e-02,3.49919205e+00,756.614927,-16215375.82
8.865000,0.00,-3.83401951e-02,6.49923723e+00,420.040295,-9745679.37
8.870000,0.00,-2.26042389e-03,7.59223898e+00,13.610321,-528436.40
8.875000,0.00,3.42141648e-02,6.67708589e+00,-372.298282,8777079.39
8.880000,0.00,6.13744141e-02,3.86938165e+00,-750.317655,15507111.54
8.885000,0.00,7.00029139e-02,-6.33356674e-01,-1001.295824,17393309.94
8.890000,0.00,5.44163520e-02,-5.46760603e+00,-839.960216,13367144.39
8.895000,0.00,1.86893526e-02,-8.32819480e+00,-255.141498,4590437.47
8.900000,0.00,-2.32631297e-02,-7.89093204e+00,410.679913,-5685169.37
8.905000,0.00,-5.54287862e-02,-4.61216668e+00,845.469593,-13671474.12
8.910000,0.00,-6.70985252e-02,2.62857765e-02,942.307227,-16703648.62
8.915000,0.00,-5.59233296e-02,4.22328264e+00,682.124034,-14109145.81
8.920000,0.00,-2.80532421e-02,6.55295453e+00,243.528460,-7222298.11
8.925000,0.00,6.08261908e-03,6.79508449e+00,-125.326195,1484637.49
8.930000,0.00,3.72277268e-02,5.41884275e+00,-420.294505,9490233.15
8.935000,0.00,5.78570924e-02,2.59184554e+00,-705.633092,14633620.68
8.940000,0.00,6.11310178e-02,-1.39897897e+00,-841.103182,15256391.19
8.945000,0.00,4.40248580e-02,-5.28445310e+00,-651.443405,10844788.73
8.950000,0.00,1.11760934e-02,-7.46405906e+00,-186.714296,2659632.07
8.955000,0.00,-2.61390834e-02,-6.98390697e+00,381.787291,-6512540.14
8.960000,0.00,-5.41376524e-02,-3.83726793e+00,829.622204,-13359596.88
8.965000,0.00,-6.21160383e-02,7.14708011e-01,910.416205,-15392512.04
8.970000,0.00,-4.81471104e-02,4.60024652e+00,591.168413,-12112097.27
8.975000,0.00,-1.96371782e-02,6.42457351e+00,141.847435,-5098195.84
8.980000,0.00,1.26188281e-02,6.17671291e+00,-220.931281,3080536.45
8.985000,0.00,3.95024983e-02,4.34553595e+00,-497.255245,9972182.38
8.990000,0.00,5.41627721e-02,1.37715686e+00,-665.630235,13692378.14
8.995000,0.00,5.25048161e-02,-2.04277695e+00,-668.453944,13189095.35
9.000000,0.00,3.44777494e-02,-5.02069160e+00,-491.058652,8522340.34
9.005000,0.00,4.54156194e-03,-6.64881416e+00,-125.952103,968348.37
9.010000,0.00,-2.82501621e-02,-6.04074314e+00,380.613459,-7100212.83
9.015000,0.00,-5.17174429e-02,-3.00368151e+00,784.479813,-12789118.12
9.020000,0.00,-5.63053191e-02,1.20119646e+00,824.346400,-13936519.13
9.025000,0.00,-4.09635938e-02,4.67955127e+00,523.210739,-10252930.71
9.030000,0.00,-1.27818963e-02,6.22905238e+00,89.850427,-3322719.43
9.035000,0.00,1.77151308e-02,5.63485635e+00,-309.476117,4317222.96
9.040000,0.00,4.07603140e-02,3.37224219e+00,-560.649648,10201294.80
9.045000,0.00,5.02009476e-02,3.65646766e-01,-609.486958,12687462.71
9.050000,0.00,4.46366294e-02,-2.52582558e+00,-531.648166,11272202.05
9.055000,0.00,2.59428893e-02,-4.81222794e+00,-362.049154,6433681.04
9.060000,0.00,-1.48931098e-03,-5.88963661e+00,-38.117061,-521544.31
9.065000,0.00,-2.96602405e-02,-5.01896609e+00,388.074276,-7482385.25
9.070000,0.00,-4.83557075e-02,-2.19700967e+00,698.337028,-12016872.79
9.075000,0.00,-5.01546937e-02,1.50095096e+00,726.951743,-12416329.49
9.080000,0.00,-3.43267959e-02,4.61813537e+00,474.819173,-8526018.26
9.085000,0.00,-6.98625084e-03,5.95258574e+00,40.861742,-1819567.94
9.090000,0.00,2.14039972e-02,5.05167967e+00,-375.954471,5217371.06
9.095000,0.00,4.08285178e-02,2.54831851e+00,-579.711165,10170397.87
9.100000,0.00,4.62006440e-02,-3.82359101e-01,-562.877040,11656932.94
9.105000,0.00,3.76842562e-02,-2.92242194e+00,-440.765323,9535979.72
9.110000,0.00,1.83034340e-02,-4.66053941e+00,-236.900923,4573249.53
9.115000,0.00,-6.80520068e-03,-5.13207815e+00,61.974290,-1800648.27
9.120000,0.00,-3.03288731e-02,-4.01105777e+00,379.138719,-7675363.31
9.125000,0.00,-4.45468968e-02,-1.48552724e+00,605.311097,-11132111.12
9.130000,0.00,-4.40038667e-02,1.73286048e+00,639.650539,-10894304.18
9.135000,0.00,-2.79847368e-02,4.48422833e+00,412.303142,-6902461.51
9.140000,0.00,-2.05459099e-03,5.53019997e+00,-10.809700,-548643.76
9.145000,0.00,2.36811169e-02,4.43815567e+00,-397.232249,5802207.89
9.150000,0.00,3.99194125e-02,1.91305631e+00,-570.921168,9920634.40
9.155000,0.00,4.22839830e-02,-9.38582764e-01,-538.314366,10623604.62
9.160000,0.00,3.14527631e-02,-3.25028274e+00,-367.057067,7961970.18
9.165000,0.00,1.16021668e-02,-4.47955384e+00,-116.603199,2949115.79
9.170000,0.00,-1.11548021e-02,-4.40746234e+00,141.429029,-2843040.98
9.175000,0.00,-3.04452288e-02,-3.12199699e+00,365.418454,-7718299.64
9.180000,0.00,-4.06950827e-02,-8.35843145e-01,533.228188,-10207898.61
9.185000,0.00,-3.79104242e-02,1.96380369e+00,547.905501,-9397024.53
9.190000,0.00,-2.18967747e-02,4.25656469e+00,327.772207,-5379965.74
9.195000,0.00,2.00279633e-03,4.98751712e+00,-46.209530,504303.39
9.200000,0.00,2.48203670e-02,3.85372891e+00,-385.892820,6127405.98
9.205000,0.00,3.83247311e-02,1.40459505e+00,-557.137190,9504442.14
9.210000,0.00,3.83167594e-02,-1.37159237e+00,-514.348455,9578573.91
9.215000,0.00,2.58015355e-02,-3.44875197e+00,-294.799167,6533640.41
9.220000,0.00,6.00965869e-03,-4.24097117e+00,-25.011616,1579582.51
9.225000,0.00,-1.45153736e-02,-3.78506592e+00,196.209632,-3651570.02
9.230000,0.00,-3.02296576e-02,-2.35863310e+00,366.515112,-7650446.01
9.235000,0.00,-3.68900558e-02,-2.13427420e-01,474.783369,-9274072.26
9.240000,0.00,-3.19548158e-02,2.16241419e+00,443.906165,-7950715.41
9.245000,0.00,-1.62582902e-02,3.94722193e+00,242.680308,-3985156.21
9.250000,0.00,5.29420693e-03,4.41442855e+00,-65.836529,1365736.71
9.255000,0.00,2.52074263e-02,3.29505079e+00,-369.505542,6261453.88
9.260000,0.00,3.61534008e-02,9.43965394e-01,-534.448816,8953271.01
9.265000,0.00,3.41889834e-02,-1.67687656e+00,-472.230787,8515769.04
9.270000,0.00,2.07682604e-02,-3.49006786e+00,-234.656254,5252999.73
9.275000,0.00,1.52661599e-03,-3.98288363e+00,31.844673,458378.64
9.280000,0.00,-1.70357009e-02,-3.26696073e+00,241.834735,-4251594.34
9.285000,0.00,-2.96929725e-02,-1.68299848e+00,376.713120,-7483450.00
9.290000,0.00,-3.31184240e-02,3.45432008e-01,415.524736,-8342991.53
9.295000,0.00,-2.63693945e-02,2.29457572e+00,344.271261,-6595996.44
9.300000,0.00,-1.12097165e-02,3.62415256e+00,170.297034,-2737840.69
9.305000,0.00,8.03838245e-03,3.85833472e+00,-88.053228,2073099.17
9.310000,0.00,2.50596995e-02,2.72451375e+00,-355.216685,6250791.73
9.315000,0.00,3.34593149e-02,5.20295456e-01,-491.252502,8291891.24
9.320000,0.00,2.99931313e-02,-1.84507225e+00,-418.720370,7453692.91
9.325000,0.00,1.63584517e-02,-3.41863022e+00,-193.497731,4116801.65
9.330000,0.00,-2.04432800e-03,-3.72089908e+00,70.352856,-447538.22
9.335000,0.00,-1.87926620e-02,-2.80175196e+00,280.870823,-4661871.31
9.340000,0.00,-2.87424670e-02,-1.09704062e+00,378.125658,-7215153.04
9.345000,0.00,-2.94678210e-02,7.90327419e-01,359.506882,-7434853.30
9.350000,0.00,-2.13460521e-02,2.37919418e+00,264.602709,-5364551.54
9.355000,0.00,-6.73394754e-03,3.33185452e+00,103.852738,-1637919.99
9.360000,0.00,1.03453561e-02,3.31229846e+00,-119.435789,2648726.51
9.365000,0.00,2.44502373e-02,2.14812703e+00,-334.487417,6121902.78
9.370000,0.00,3.04223323e-02,1.57152479e-01,-433.565570,7559102.57
9.375000,0.00,2.58812246e-02,-1.91747438e+00,-366.859357,6418197.31
9.380000,0.00,1.24436406e-02,-3.28345716e+00,-159.990814,3105389.80
9.385000,0.00,-4.88389746e-03,-3.42662365e+00,102.214325,-1170963.11
9.390000,0.00,-1.97794196e-02,-2.36326902e+00,302.273990,-4892835.39
9.395000,0.00,-2.73895007e-02,-6.27412460e-01,366.995983,-6855320.65
9.400000,0.00,-2.60477951e-02,1.12125671e+00,316.995694,-6569192.33
9.405000,0.00,-1.69003845e-02,2.44143737e+00,201.629377,-4263024.47
9.410000,0.00,-2.80726538e-03,3.05880672e+00,37.782140,-682914.49
9.415000,0.00,1.21813991e-02,2.77925048e+00,-149.746189,3096132.98
9.420000,0.00,2.34847678e-02,1.60994966e+00,-306.998139,5902241.49
9.425000,0.00,2.72813685e-02,-1.50489176e-01,-376.910658,6798875.24
9.430000,0.00,2.19096566e-02,-1.94775276e+00,-316.182244,5423506.06
9.435000,0.00,8.89831705e-03,-3.09361811e+00,-122.371682,2199773.62
9.440000,0.00,-7.06581654e-03,-3.08385890e+00,124.312635,-1732458.05
9.445000,0.00,-2.00601600e-02,-1.96388456e+00,302.810233,-4964588.57
9.450000,0.00,-2.57421784e-02,-2.68718130e-01,351.598795,-6425261.20
9.455000,0.00,-2.28562677e-02,1.36719719e+00,285.553880,-5749854.18
9.460000,0.00,-1.29719227e-02,2.46956529e+00,146.214403,-3285577.85
9.465000,0.00,5.14395448e-04,2.78501517e+00,-20.577771,121995.88
9.470000,0.00,1.35205947e-02,2.29152315e+00,-171.279450,3418794.52
9.475000,0.00,2.23197105e-02,1.13493531e+00,-282.531026,5622466.29
9.480000,0.00,2.41807589e-02,-4.28411011e-01,-326.767632,6041362.24
9.485000,0.00,1.80895519e-02,-1.95296431e+00,-260.523795,4477776.23
9.490000,0.00,5.70858522e-03,-2.84944687e+00,-82.436377,1394934.33
9.495000,0.00,-8.65823038e-03,-2.71525882e+00,133.578918,-2151610.07
9.500000,0.00,-1.98011192e-02,-1.60891630e+00,291.799508,-4909915.02
9.505000,0.00,-2.38753333e-02,1.51314302e-02,334.706720,-5942403.70
9.510000,0.00,-1.98226230e-02,1.53858182e+00,254.978988,-4971035.41
9.515000,0.00,-9.54600254e-03,2.44009089e+00,98.458475,-2429248.95
9.520000,0.00,3.18607499e-03,2.51722661e+00,-63.128074,774872.07
9.525000,0.00,1.44165750e-02,1.87152831e+00,-187.263820,3629309.98
9.530000,0.00,2.10508567e-02,7.16503760e-01,-265.598242,5303427.34
9.535000,0.00,2.11683654e-02,-6.81296501e-01,-279.005747,5302428.76
9.540000,0.00,1.44884880e-02,-1.92641000e+00,-202.220022,3594833.30
9.545000,0.00,2.90762316e-03,-2.57546696e+00,-46.872987,692059.79
9.550000,0.00,-9.78950124e-03,-2.34931609e+00,136.309145,-2454303.44
9.555000,0.00,-1.91600997e-02,-1.28010518e+00,277.257393,-4760315.81
9.560000,0.00,-2.18095523e-02,2.49016675e-01,311.228960,-5417702.08
9.565000,0.00,-1.69231944e-02,1.62983061e+00,221.798758,-4231803.15
9.570000,0.00,-6.62728448e-03,2.35453200e+00,62.896052,-1691568.36
9.575000,0.00,5.25391493e-03,2.26835892e+00,-91.717909,1286407.75
9.580000,0.00,1.49307658e-02,1.51063738e+00,-201.524997,3741207.37
9.585000,0.00,1.96848314e-02,3.49405475e-01,-251.188617,4953239.15
9.590000,0.00,1.82915051e-02,-8.91200329e-01,-232.644715,4595204.21
9.595000,0.00,1.12072021e-02,-1.87284244e+00,-149.377651,2791015.20
9.600000,0.00,4.85729677e-04,-2.30395823e+00,-15.797041,87548.96
9.605000,0.00,-1.05841969e-02,-1.99308346e+00,139.859680,-2664706.94
9.610000,0.00,-1.82268903e-02,-9.63367617e-01,258.988115,-4538255.12
9.615000,0.00,-1.95905283e-02,4.35005801e-01,279.233273,-4864907.61
9.620000,0.00,-1.41903866e-02,1.64945375e+00,189.750582,-3537615.47
9.625000,0.00,-4.16739408e-03,2.23194557e+00,37.967047,-1062625.08
9.630000,0.00,6.80942728e-03,2.03253337e+00,-112.354175,1674040.91
9.635000,0.00,1.50787122e-02,1.19236582e+00,-211.138322,3762739.43
9.640000,0.00,1.82178692e-02,4.39817102e-02,-234.602022,4577268.36
9.645000,0.00,1.56193477e-02,-1.04766769e+00,-192.310052,3933032.21
9.650000,0.00,8.29703468e-03,-1.80855415e+00,-105.271443,2075071.75
9.655000,0.00,-1.59338760e-03,-2.04749979e+00,14.414799,-425311.96
9.660000,0.00,-1.10999472e-02,-1.64575406e+00,144.399834,-2797616.68
9.665000,0.00,-1.70713216e-02,-6.65777066e-01,235.696425,-4262489.60
9.670000,0.00,-1.73142919e-02,5.75357863e-01,243.643287,-4303270.48
9.675000,0.00,-1.16448164e-02,1.62254378e+00,160.522750,-2892383.58
9.680000,0.00,-2.08034470e-03,2.08282060e+00,17.467072,-527538.76
9.685000,0.00,7.91889009e-03,1.79565606e+00,-126.503200,1952988.78
9.690000,0.00,1.48718230e-02,9.13801307e-01,-212.023311,3701948.38
9.695000,0.00,1.66835743e-02,-1.92777793e-01,-217.001518,4184348.40
9.700000,0.00,1.31884746e-02,-1.15758970e+00,-160.419669,3323342.85
9.705000,0.00,5.75134009e-03,-1.73949827e+00,-67.467358,1447120.71
9.710000,0.00,-3.33714600e-03,-1.80306643e+00,43.325943,-849962.93
9.715000,0.00,-1.13560056e-02,-1.31772712e+00,146.645705,-2861988.91
9.720000,0.00,-1.57846750e-02,-3.99819597e-01,210.729743,-3952792.37
9.725000,0.00,-1.50719535e-02,6.83983388e-01,209.307067,-3750589.77
9.730000,0.00,-9.27657431e-03,1.56888984e+00,131.442964,-2296253.05
9.735000,0.00,-3.05419725e-04,1.90746260e+00,-1.634803,-74459.41
9.740000,0.00,8.62902136e-03,1.55596293e+00,-132.636843,2136426.52
9.745000,0.00,1.43640287e-02,6.77216535e-01,-205.201081,3572170.13
9.750000,0.00,1.51208593e-02,-3.70248904e-01,-200.550757,3783308.05
9.755000,0.00,1.09833946e-02,-1.22880689e+00,-134.119107,2765780.62
9.760000,0.00,3.55677721e-03,-1.65823182e+00,-34.538595,904949.68
9.765000,0.00,-4.73018421e-03,-1.57141739e+00,67.038569,-1187501.89
9.770000,0.00,-1.13851453e-02,-1.02420215e+00,146.373797,-2867383.01
9.775000,0.00,-1.44518415e-02,-1.67152255e-01,188.360730,-3626550.63
9.780000,0.00,-1.29128491e-02,7.73207722e-01,176.590148,-3218540.96
9.785000,0.00,-7.08503052e-03,1.49454264e+00,101.017878,-1750295.41
9.790000,0.00,1.18136368e-03,1.71171928e+00,-18.101364,303777.67
9.795000,0.00,9.00580612e-03,1.32223051e+00,-131.963823,2239701.27
9.800000,0.00,1.36324797e-02,4.75987174e-01,-194.390828,3389522.48
9.805000,0.00,1.35423452e-02,-5.03165515e-01,-183.972845,3379424.24
9.810000,0.00,8.97725106e-03,-1.26064646e+00,-110.182598,2257546.31
9.815000,0.00,1.71208455e-03,-1.55959390e+00,-8.150877,446533.59
9.820000,0.00,-5.77837746e-03,-1.35953765e+00,83.862852,-1442066.37
9.825000,0.00,-1.12316290e-02,-7.70154250e-01,145.658884,-2823973.29
9.830000,0.00,-1.31163282e-02,3.59976425e-02,169.065299,-3294655.52
9.835000,0.00,-1.08669024e-02,8.43498429e-01,144.674602,-2715214.10
9.840000,0.00,-5.09658360e-03,1.40323469e+00,71.473184,-1258499.61
9.845000,0.00,2.40237264e-03,1.51005648e+00,-31.229929,613741.90
9.850000,0.00,9.13091219e-03,1.09967706e+00,-128.303656,2279557.59
9.855000,0.00,1.27380317e-02,2.98626437e-01,-181.118718,3167921.49
9.860000,0.00,1.19531262e-02,-5.98981933e-01,-165.001190,2976792.13
9.865000,0.00,7.16230937e-03,-1.25279590e+00,-88.507702,1797451.17
9.870000,0.00,2.02335192e-04,-1.44765909e+00,10.810151,67274.77
9.875000,0.00,-6.51777018e-03,-1.16952505e+00,95.382212,-1621899.73
9.880000,0.00,-1.09222445e-02,-5.51052630e-01,144.673932,-2739313.00
9.885000,0.00,-1.17928727e-02,2.08092219e-01,151.025833,-2963208.99
9.890000,0.00,-8.97009736e-03,8.90802439e-01,114.986423,-2248139.98
9.895000,0.00,-3.33756709e-03,1.30389779e+00,45.355201,-824383.10
9.900000,0.00,3.39265205e-03,1.31439208e+00,-42.628586,863117.27
9.905000,0.00,9.06860945e-03,8.87506665e-01,-123.959160,2269943.74
9.910000,0.00,1.17241166e-02,1.40037508e-01,-164.984027,2918708.53
9.915000,0.00,1.03776085e-02,-6.60907120e-01,-143.941296,2581561.43
9.920000,0.00,5.53672321e-03,-1.21308096e+00,-69.927737,1384633.46
9.925000,0.00,-1.01352394e-03,-1.32780256e+00,24.266284,-241149.12
9.930000,0.00,-6.98796889e-03,-9.95877135e-01,102.988035,-1736062.50
9.935000,0.00,-1.04667277e-02,-3.63376347e-01,141.548580,-2618572.29
9.940000,0.00,-1.04974154e-02,3.44400381e-01,133.778120,-2637367.38
9.945000,0.00,-7.25364927e-03,9.16038670e-01,89.633955,-1823064.63
9.950000,0.00,-1.81212865e-03,1.20467273e+00,22.829555,-448238.14
9.955000,0.00,4.18089428e-03,1.12852242e+00,-53.502918,1058489.26
9.960000,0.00,8.85681808e-03,6.86952742e-01,-118.711567,2220831.68
9.965000,0.00,1.06376094e-02,1.71812039e-03,-146.719173,2652959.49
9.970000,0.00,8.85235705e-03,-6.95730650e-01,-122.776083,2201025.64
9.975000,0.00,4.08648496e-03,-1.15245093e+00,-53.610936,1016596.37
9.980000,0.00,-1.98213076e-03,-1.20078420e+00,34.566218,-488005.73
9.985000,0.00,-7.21893840e-03,-8.33552619e-01,106.369233,-1792690.02
9.990000,0.00,-9.88131352e-03,-2.07199064e-01,135.351096,-2467481.93
9.995000,0.00,-9.25017812e-03,4.45078658e-01,118.229752,-2321966.52
